,Date,User,Tweet
232,2022-10-24 07:14:48+00:00,bungamekar37,"Dosen Pelaku Pelecehan! 
Kemarin ada dosen bergelar profesor di Universitas Halu Oleo (UHO) yang diperiksa karena kasus pelecehan seksual.
Selengkapnya di MMC Millenials
https://t.co/U5Yh6KxxQv
#Islamkaffah"
233,2022-10-24 07:14:36+00:00,amelrl__,"Dosen, Tapi Kok Pelaku Pelecehan?! | MMC Millenials

Tapi loh Sob, kemarin ada dosen bergelar profesor di Universitas Halu Oleo (UHO) yang diperiksa karena kasus pelecehan seksual. What? Kok bisa hal ini terjadi ya? 

https://t.co/nPlRDLKivk

#IslamKaffah https://t.co/w7ThH9bykb"
234,2022-10-24 07:14:09+00:00,purpleheart763,"Dosen Pelaku Pelecehan! 
Kemarin ada dosen bergelar profesor di Universitas Halu Oleo (UHO) yang diperiksa karena kasus pelecehan seksual.
Simak di MMC Millenials
https://t.co/FlGSxIiu8y
#Islamkaffah"
235,2022-10-24 07:13:48+00:00,HumairaAlthafu,"Dosen, Tapi Kok Pelaku Pelecehan?! | MMC Millenials

Tapi loh Sob, kemarin ada dosen bergelar profesor di Universitas Halu Oleo (UHO) yang diperiksa karena kasus pelecehan seksual. What? Kok bisa hal ini terjadi ya? Yuk simak sob!

https://t.co/uZo1zXBCGV

#IslamKaffah https://t.co/hlT3UipirL"
236,2022-10-24 07:12:24+00:00,Rif2225,"Dosen, Tapi Kok Pelaku Pelecehan?! | MMC Millenials

Tapi loh Sob, kemarin ada dosen bergelar profesor di Universitas Halu Oleo (UHO) yang diperiksa karena kasus pelecehan seksual. 

https://t.co/xPSS4pHMSb

#IslamKaffah"
237,2022-10-24 07:10:09+00:00,Abdil6890,"Dosen, Tapi Kok Pelaku Pelecehan?! | MMC Millenials

Tapi loh Sob, kemarin ada dosen bergelar profesor di Universitas Halu Oleo (UHO) yang diperiksa karena kasus pelecehan seksual. What? Kok bisa hal ini terjadi ya?

https://t.co/tg4ux9Jfxg

#IslamKaffah https://t.co/5ZomUkGq0R"
238,2022-10-24 07:07:56+00:00,lili10998849,"Astaghfirullah, kemarin ada dosen bergelar profesor di Universitas Halu Oleo (UHO) yang diperiksa karena kasus pelecehan seksual. What? Kok bisa hal ini terjadi ya? Yuk nonton di MMC ya sobat agar paham #IslamKaffah 
https://t.co/1OdnHn842O https://t.co/A6QNRxG7TL"
239,2022-10-24 06:55:48+00:00,fihriyafatima,"Sob, kemarin ada dosen bergelar profesor di Universitas Halu Oleo (UHO) yang diperiksa karena kasus pelecehan seksual. What? Kok bisa hal ini terjadi ya? Yuk simak kisah selanjutnya di channel MMC!
#IslamKaffah
https://t.co/0xF6ufdSmi https://t.co/hoLia75Dwn"
240,2022-10-24 06:47:14+00:00,RebornRini,"kemarin ada dosen pelaku pelecehan bergelar profesor di Universitas Halu Oleo (UHO) yang diperiksa karena kasus pelecehan seksual. What? Kok bisa hal ini terjadi ya? Check it out!

Millenials MMC
https://t.co/f4VJukMmwL
#Islamkaffah"
241,2022-10-24 06:34:43+00:00,tiksariaga,"Berpendidikan, pinter, panutan mahasiswa. Otu Pasti Dosen.
Tapi,kemarin ada dosen bergelar profesor di Universitas Halu Oleo (UHO)diperiksa karena kasus pelecehan seksual. What? Kok bisa hal ini terjadi ya? Yuk simak kisah  di channel MMC!
https://t.co/lvBf6dheWI
#IslamKaffah"
242,2022-10-24 06:27:37+00:00,paper44820474,"""Dosen""? Pastinya orang berpendidikan,pinter,panutan mahasiswa. Tapi loh Sob, kemarin ada dosen bergelar profesor di Universitas Halu Oleo (UHO) yang diperiksa karena kasus pelecehan seksual. What?Yuk simak kisah selanjutnya di channel MMC!
https://t.co/ZLjUJZRwvW
#IslamKaffah"
243,2022-10-24 06:26:15+00:00,hafizahfat,"Dosen, Tapi Kok Pelaku Pelecehan?! | MMC Millenials
Sob, kemarin ada dosen bergelar profesor di Universitas Halu Oleo (UHO) yang diperiksa karena kasus pelecehan seksual. What? Kok bisa hal ini terjadi ya? Yuk simak kisah &amp; solusi Islam👇
#islamkaffah
https://t.co/CCsXKuCZro"
244,2022-10-24 06:03:53+00:00,HendroHughes,"Ada dosen bergelar profesor di Universitas Halu Oleo (UHO) yang diperiksa karena kasus pelecehan seksual
Dosen, Tapi ko Pelaku Pelecehan?
Miris kan?!

bagaimana solusi Islam Kaffah membasmi kasus pelecehan?
Saksikan MMC Millenials berikut!
https://t.co/s55611nOlQ https://t.co/CWOZ7y4Xlc"
245,2022-10-24 06:03:35+00:00,IrmanHolmes,"Ada dosen bergelar profesor di Universitas Halu Oleo (UHO) yang diperiksa karena kasus pelecehan seksual
Dosen, Tapi ko Pelaku Pelecehan?
ih, ngeri!

bagaimana solusi Islam Kaffah membasmi kasus pelecehan?
Saksikan MMC Millenials berikut!
https://t.co/hbdooZ94Ke https://t.co/tEpv17CxOj"
246,2022-10-24 06:02:24+00:00,DuoHzp,"Ada dosen bergelar profesor di Universitas Halu Oleo (UHO) yang diperiksa karena kasus pelecehan seksual
Dosen, Tapi ko Pelaku Pelecehan?
kenapa bisa seperti itu ya?

bagaimana solusi Islam Kaffah membasmi kasus pelecehan?
tonton MMC Millenials berikut!
https://t.co/BQnP1Fxa7E"
247,2022-10-24 06:02:07+00:00,VitaminOtak1,"Ada dosen bergelar profesor di Universitas Halu Oleo (UHO) yang diperiksa karena kasus pelecehan seksual
Dosen, Tapi ko Pelaku Pelecehan?
kenapa bisa seperti itu ya?

bagaimana solusi Islam Kaffah membasmi kasus pelecehan?
ikuti MMC Millenials berikut!
https://t.co/4l6pxXqDYB"
248,2022-10-24 06:01:39+00:00,KiniCerita1,"Ada dosen bergelar profesor di Universitas Halu Oleo (UHO) yang diperiksa karena kasus pelecehan seksual
Dosen, Tapi ko Pelaku Pelecehan?
kenapa bisa seperti itu ya?

bagaimana solusi Islam Kaffah membasmi kasus pelecehan?
simak MMC Millenials berikut!
https://t.co/yPzcYvrpqB"
249,2022-10-24 06:01:24+00:00,HendroHughes,"Ada dosen bergelar profesor di Universitas Halu Oleo (UHO) yang diperiksa karena kasus pelecehan seksual
Dosen, Tapi ko Pelaku Pelecehan?
kenapa bisa seperti itu ya?

bagaimana solusi Islam Kaffah membasmi kasus pelecehan?
Saksikan MMC Millenials berikut!
https://t.co/s55611nOlQ"
250,2022-10-24 06:00:45+00:00,IrmanHolmes,"Ada dosen bergelar profesor di Universitas Halu Oleo (UHO) yang diperiksa karena kasus pelecehan seksual.
Dosen, Tapi ko Pelaku Pelecehan?
kenapa bisa seperti itu ya? 

Perlu Caritau bagaimana solusi Islam Kaffah membasmi kasus pelecehan di MMC Millenials
https://t.co/hbdooZ94Ke https://t.co/EGBzTMY37h"
251,2022-10-24 06:00:22+00:00,DuoHzp,"Ada dosen bergelar profesor di Universitas Halu Oleo (UHO) yang diperiksa karena kasus pelecehan seksual.
Dosen, Tapi ko Pelaku Pelecehan?
kenapa bisa seperti itu ya? 

Caritau bagaimana solusi Islam Kaffah membasmi kasus pelecehan di MMC Millenials
https://t.co/BQnP1Fxa7E https://t.co/1uyodn3L2F"
252,2022-10-24 05:59:27+00:00,VitaminOtak1,"Dosen, Tapi kok Pelaku Pelecehan?

ada dosen bergelar profesor di Universitas Halu Oleo (UHO) yang diperiksa karena kasus pelecehan seksual.
Kok bisa hal ini terjadi ya?

Caritau bagaimana solusi Islam Kaffah membasmi kasus pelecehan di MMC Millenials
https://t.co/4l6pxXqDYB https://t.co/wl5AC7M4wT"
253,2022-10-24 05:59:04+00:00,KiniCerita1,"Dosen, Tapi Pelaku Pelecehan?

ada dosen bergelar profesor di Universitas Halu Oleo (UHO) yang diperiksa karena kasus pelecehan seksual.
Kok bisa hal ini terjadi ya?

Caritau bagaimana solusi Islam Kaffah membasmi kasus pelecehan di MMC Millenials
https://t.co/yPzcYvrpqB https://t.co/fxjQeJjOMp"
254,2022-10-24 05:56:30+00:00,deanty56,"MMC Millenials
Sob, ada dosen bergelar profesor di Universitas Halu Oleo (UHO) yang menjadi pelaku pelecehan seksual. What? Sebelumnya ada kasus pelecehan yg pelakunya jg seorang dosen. Kok bisa hal ini terjadi? Simak lengkapnya di video ini!
https://t.co/m3ZacgCMlf
#IslamKaffah"
255,2022-10-24 05:50:58+00:00,RanggaCampbell,"MMC Millenials

Sob, kemarin ada dosen bergelar profesor di Universitas Halu Oleo (UHO) yang diperiksa karena menjadi pelaku pelecehan seksual. Miris ya! Gimana pandangan Islam kaffah? Simak di video berikut?!
https://t.co/OOAhik2Jvm"
256,2022-10-24 05:29:43+00:00,Salsabi03621592,"ada dosen bergelar profesor di Universitas Halu Oleo (UHO) yang diperiksa karena kasus pelecehan seksual. What? Kok bisa hal ini terjadi ya? Yuk simak kisah selanjut nya di video MMC Millenials  beserta solusi Islam kaffah tentang permasalahan ini sob!

https://t.co/YuPK3B58OB"
257,2022-10-24 05:25:01+00:00,Ramlah011,"Tapi loh Sob, kemarin ada dosen bergelar profesor di Universitas Halu Oleo (UHO) yang diperiksa karena kasus pelecehan seksual
Simak selengkapnya di MMC Milenials 

https://t.co/XeZFmO5RiU

#IslamKaffah https://t.co/MDlwDrirzp"
258,2022-10-24 05:21:02+00:00,UmmuAsih2,"Apa yang Sobat bayangin ketika denger kata ""dosen""? Pastinya orang yang berpendidikan, pinter, panutan mahasiswa kan ya. Tapi loh Sob, kemarin ada dosen bergelar profesor di Universitas Halu Oleo (UHO) yang diperiksa karena kasus pelecehan seksual. 

https://t.co/3VZCZFKY0k https://t.co/JzTHHbe71r"
259,2022-10-24 05:16:08+00:00,azka_umm,"Ada dosen bergelar profesor di Universitas Halu Oleo (UHO) yang diperiksa karena kasus pelecehan seksual. What? Kok bisa hal ini terjadi ya? Yuk simak kisah selanjut nya di video MMC Millenials ini
https://t.co/0LGmJpSiKf

https://t.co/0LGmJpSiKf
#islamkaffah"
260,2022-10-22 10:11:45+00:00,bina_prestasi97,"Workshop ; 
""Upaya Penanganan Pelecehan Seksual Di Sekolah"".

# SMK Bina Prestasi 
bersama 
Universitas Islam Jakarta https://t.co/I1Fj70WKu0"
261,2022-10-20 14:24:53+00:00,HambaAllah_411,"Kasus pelecehan seksual kembali terjadi, kali ini dengan modus merekam korban dengan perangkat gadget atau handphone. 

Korbannya adalah 3 mahasiswi Universitas Bosowa (Unibos) yang sedang menjalankan KKN atau Kuliah Kerja Nyata. https://t.co/RuyeYRpBb7"
262,2022-10-17 09:41:23+00:00,mojokdotco,Kasus pelecehan seksual yang terjadi di Universitas Sebelas Maret (UNS) masih terus diproses. Satgas Pencegahan dan Penanganan Kekerasan Seksual (PPKS) UNS ternyata masih menemui kendala. #Terbaru #Kilas https://t.co/TwMUdKRDNo
263,2022-10-12 12:40:18+00:00,jogjatvdottv,"KASUS DUGAAN PELECEHAN SEKSUAL DI UNS
Kasus dugaan tindak kekerasan seksual di lingkungan kampus Universitas Sebelas Maret (UNS) Surakarta, mendapat perhatian khusus dari semua pihak. Wali Kota Solo Gibran Rakabuming Raka. Gibran meminta para korban untuk melaporkannya ke aparat. https://t.co/B7il0zFIxz"
264,2022-10-11 13:49:10+00:00,KompasKlasika,"Kasus dugaan pelecehan seksual di Sekolah Vokasi Universitas Sebelas Maret (BEM SV UNS) di Kota Surakarta, Jawa Tengah, ditelusuri. Diduga pelakunya adalah Presiden Badan Eksekutif Mahasiswa sekolah itu. #Nusantara #AdadiKompas
https://t.co/9bplSK2wmX"
265,2022-10-11 13:43:22+00:00,AuisGrand,"Kasus dugaan pelecehan seksual di Sekolah Vokasi Universitas Sebelas Maret (BEM SV UNS) di Kota Surakarta, Jawa Tengah, ditelusuri. Diduga pelakunya adalah Presiden Badan Eksekutif Mahasiswa sekolah itu. #Nusantara #AdadiKompas
https://t.co/oBbq935rTi"
266,2022-10-11 13:19:07+00:00,ngopibareng_id,Seorang mahasiswa jurusan HI di Fakultas Ilmu Sosial dan Politik (Fisipol) Universitas Gadjah Mada (UGM) dilaporkan melakukan pelecehan seksual. https://t.co/B3T4QE3Wp7
267,2022-10-11 13:19:06+00:00,hariankompas,"Kasus dugaan pelecehan seksual di Sekolah Vokasi Universitas Sebelas Maret (BEM SV UNS) di Kota Surakarta, Jawa Tengah, ditelusuri. Diduga pelakunya adalah Presiden Badan Eksekutif Mahasiswa sekolah itu. #Nusantara #AdadiKompas
https://t.co/Iu9tlIp2eH"
268,2022-10-11 08:15:00+00:00,kompasmuda,Presiden Badan Eksekutif Mahasiswa Sekolah Vokasi Universitas Sebelas Maret dilaporkan atas dugaan kasus pelecehan seksual oleh korbannya. Kasus itu diketahui lewat utas cerita para korban pada media sosial Twitter. #AdadiKompas #Nusantara https://t.co/VOBYzI7uYQ
269,2022-10-11 02:49:02+00:00,KompasKlasika,"Presiden Badan Eksekutif Mahasiswa Sekolah Vokasi Universitas Sebelas Maret dilaporkan atas dugaan kasus pelecehan seksual oleh korbannya. Kasus itu diketahui lewat utas cerita para korban pada Twitter. #Nusantara #AdadiKompas
https://t.co/ms7NwboK2G"
270,2022-10-11 02:48:59+00:00,hariankompas,"Presiden Badan Eksekutif Mahasiswa Sekolah Vokasi Universitas Sebelas Maret dilaporkan atas dugaan kasus pelecehan seksual oleh korbannya. Kasus itu diketahui lewat utas cerita para korban pada Twitter. #Nusantara #AdadiKompas
https://t.co/jM5sgonbzq"
271,2022-10-11 02:43:15+00:00,AuisGrand,"Presiden Badan Eksekutif Mahasiswa Sekolah Vokasi Universitas Sebelas Maret dilaporkan atas dugaan kasus pelecehan seksual oleh korbannya. Kasus itu diketahui lewat utas cerita para korban pada Twitter. #Nusantara #AdadiKompas
https://t.co/n9Xbxha41z"
272,2022-10-10 09:44:00+00:00,RADARSOLO_,"Kasus dugaan pelecehan seksual yang diduga dilakukan oleh presiden Badan Eksekutif Mahasiswa (BEM) Sekolah Vokasi (SV) Universitas Sebelas Maret Surakarta (UNS) berinisial AYA bikin heboh publik. 
#pelecehanseksual #UnserLandzuerst 
@11MaretUniv 
https://t.co/A4CGvuZYsK"
273,2022-10-10 02:40:00+00:00,newsmerahputih,"Terjadi dugaan kasus pelecehan dan kekerasan seksual sesama jenis di Kampus Universitas Sebelas Maret Solo, Jawa Tengah.

#merahputihcom #UNS #kekerasanseksual #Solo 

https://t.co/ZCCox5Jlr0"
274,2022-10-09 04:20:49+00:00,multiplicious,"Universitas Columbia akan Ganti Rugi Korban Pelecehan Seksual Mantan Dokter Senilai Rp2,5 Triliun https://t.co/CtIHx2vls0"
275,2022-10-09 00:45:34+00:00,ernifebri1,"Universitas Columbia akan Ganti Rugi Korban Pelecehan Seksual Mantan Dokter Senilai Rp2,5 Triliun https://t.co/Qt6ZwUwRsS https://t.co/pbZu5wD2uP"
276,2022-10-09 00:02:41+00:00,napnipnop,"Universitas Columbia akan Ganti Rugi Korban Pelecehan Seksual Mantan Dokter Senilai Rp2,5 Triliun https://t.co/E9F4PlcUDh"
277,2022-10-08 16:19:58+00:00,ferimut,"Universitas Columbia akan Ganti Rugi Korban Pelecehan Seksual Mantan Dokter Senilai Rp2,5 Triliun https://t.co/Put16a5l0f https://t.co/Kf4PB2hzKz"
278,2022-10-08 15:21:04+00:00,HertienIndah,"Universitas Columbia akan Ganti Rugi Korban Pelecehan Seksual Mantan Dokter Senilai Rp2,5 Triliun https://t.co/t6v8qOIYca https://t.co/BB14doNhzY"
279,2022-10-08 14:17:48+00:00,sabhatansabiz,"Universitas Columbia akan Ganti Rugi Korban Pelecehan Seksual Mantan Dokter Senilai Rp2,5 Triliun https://t.co/DbbmMiq8Km"
280,2022-10-08 07:21:44+00:00,undipmenfess,"un -dips! ngga aman juga kok, bahkan kasus pelecehan juga sebenernya banyak tapi ya gitu pasti ditutupi dengan alasan 'menjaga nama baik universitas'. ukt elit, perlindungan korban kekerasan seksual SULIT. https://t.co/jNhspPqzAW"
281,2022-10-08 04:15:00+00:00,kompasmuda,Seorang mahasiswa Universitas Tidar Magelang lakukan tidak pelecehan seksual pada rekan mahasiswa dari kampus lain. Pelaku mengaku hal ini dilakukan karena dirinya khilaf. #AdadiKompas #Nusantara https://t.co/u6BNXxqIE7
282,2022-10-07 04:42:13+00:00,AuisGrand,"Seorang mahasiswa Universitas Tidar Magelang lakukan tidak pelecehan seksual pada rekan mahasiswa dari kampus lain. Pelaku mengaku hal ini dilakukan karena dirinya khilaf. #Nusantara #AdadiKompas
https://t.co/TSSE45xSvh"
283,2022-10-07 04:18:06+00:00,KompasKlasika,"Seorang mahasiswa Universitas Tidar Magelang lakukan tidak pelecehan seksual pada rekan mahasiswa dari kampus lain. Pelaku mengaku hal ini dilakukan karena dirinya khilaf. #Nusantara #AdadiKompas
https://t.co/UFlwldVUZK"
284,2022-10-07 04:17:56+00:00,hariankompas,"Seorang mahasiswa Universitas Tidar Magelang lakukan tidak pelecehan seksual pada rekan mahasiswa dari kampus lain. Pelaku mengaku hal ini dilakukan karena dirinya khilaf. #Nusantara #AdadiKompas
https://t.co/CxOr2IOwJJ"
285,2022-10-07 00:31:02+00:00,tauberitamedia,Mahasiswa Universitas Tidar Magelang berinisial ME diduga telah melakukan pelecehan seksual terhadap 2 mahasiswa lain. Berikut perjalanan kasusnya. https://t.co/XogqFHaG8b
286,2022-10-06 23:46:02+00:00,tauberitamedia,Seorang mahasiswa pengurus BEM KM Universitas Tidar Magelang dipecat karena dugaan pelecehan seksual. Pihak kampus mengungkap perjalanan kasusnya. https://t.co/AJ9UKZZvT5
287,2022-10-05 16:35:05+00:00,tauberitamedia,BEM KM Universitas Tidar memberhentikan secara tidak hormat terhadap salah satu pengurusnya yang berinisial ME karena diduga melakukan pelecehan seksual. https://t.co/1DUmgM58Pf
288,2022-10-04 06:37:52+00:00,jessicawiyanti1,"Universitas Kristen Duta Wacana Yogyakarta bekerja sama dengan beberapa kampus di Indonesia dalam menggelar Comic Strip Competition Pencegahan &amp; Penanganan Pelecehan Seksual yang berjudul ""Becanda-Mu Nggk Lucu!!"". Syarat dan Ketentuan dapat dilihat di Instagram : comicstrip.22 https://t.co/oAaahvdPZr"
289,2022-10-01 12:02:04+00:00,Genpi_Co,Kasus dugaan pelecehan seksual kembali terjadi di Universitas Brawijaya atau UB Malang. #UBMalang https://t.co/NgS8nJwduM
290,2022-10-01 02:47:33+00:00,RMOLJatim_id,"Aksi Pamer Alat Kelamin Marak Terjadi di Kawasan Kampus Unej: Teror pelecehan seksual kembali terjadi di jalan raya kawasan kampus Universitas Jember (Unej) Kelurahan Sumber Sari, Kecamatan Sumber Sari Kabupaten Jember. 

baca selengkapnya di berita… https://t.co/NaCW4T1H6z"
291,2022-09-25 11:44:34+00:00,kumparan,Satgas PPKS Unri Selidiki Dugaan Pelecehan Seksual oleh Ketua BEM Fisip: Satuan Tugas Pencegahan dan Penanganan Kekerasan Seksual Universitas Riau (Satgas PPKS Unri) menyelidiki dugaan pelecehan seksual yang menyeret nama Ketua BEM Fisip Unri.… https://t.co/MZvDJH6N2e
292,2022-09-23 04:46:38+00:00,kumparan,Ketua BEM Fisip Unri Diduga Lakukan Pelecehan Seksual kepada Mahasiwi: Ketua Badan Eksekutif Mahasiswa (BEM) Fakultas Ilmu Sosial dan Ilmu Politik (Fisip) Universitas Riau (Unri) diduga melakukan pelecehan seksual. #publisherstory #selasarriau https://t.co/s9mzBTzNFN
293,2022-09-20 08:35:09+00:00,Kendarinformasi,"Satu saksi baru telah ditambahkan Satreskrim Polresta Kendari, pasca-berkas perkara pelecehan seksual yang dilakukan oknum dosen Keguruan dan Ilmu Pendidikan (FKIP) Universitas Halu Oleo (UHO) Kendari, Prof B (62) dikembalikan oleh Kejari.

https://t.co/Gbhlj4IBXm"
294,2022-09-20 02:01:27+00:00,univ_syiahkuala,Kementrian Pendidikan dan Kebudayaan RI menerbitkan Permendikbud No. 30 Tahun 2021 tentang Pencegahan dan Penanganan Kekerasan Seksual di lingkungan perguruan tinggi sebagai bentuk nyata perlindungan kepada warga universitas akan pelecehan dan kekerasan seksual yang marak terjadi https://t.co/agVFgTYju2
295,2022-09-16 08:15:11+00:00,ImanuelDominic,"A THREAD
Perkenalkan nama saya Dominic Imanuel Vidianto,saya berasal dari fakultas Hukum Universitas Brawijaya angkatan 2022. Pada thread kali ini aaha akan membahas tentang kasus yang beberapa bulan silam sempat mengegerkan publik karena diduga terjadi pelecehan seksual"
296,2022-09-15 18:58:38+00:00,atkaizzatljnh,"Stop kekerasan dan pelecehan seksual dilingkungan kampus

@universitas_almaata
@bem_almaata
@permata_almaata

#banggaUAA 
#permatauaa2022 
#universitasalmaata https://t.co/WszQt11HYh"
297,2022-09-15 16:25:26+00:00,althaf_athifah,"Nama : Althaf Athifah
Prodi : Ekonomi Syariah
Tema : Tolak pelecehan seksual di lingkungan kampus

@permata_almaata 
@bemalmaata_ 
@universitas_almaata 

#banggauaa #permatauaa2022 #universitasalmaatayogyakarta https://t.co/Rw5OHLbi27"
298,2022-09-15 13:55:09+00:00,dwiputrilasya,"[Pelecehan Seksual Siswa SPI di Batu]

Haii!! Perkenalkan, aku Dwi Putri Lasya dari Fakultas Pertanian Universitas Brawijaya.
Kali ini, aku mau bahas tentang kasus yang baru aja selesai baru-baru ini yaitu kasus pelecehan seksual siswa SPI."
299,2022-09-15 06:55:01+00:00,HMFPsikologiUMB,Bagaimana tindakan yang bisa kita dilakukan ketika menemukan atau mengalami kasus pelecehan seksual di Kampus Universitas Mercu Buana?🤔
300,2022-09-15 02:18:44+00:00,haaaanniy,"Haloo semuaa!!
Perkenalkan nama saya Hani Yuaningrum, salah satu mahasiswa baru Universitas Brawijaya angkatan 2022 Fakultas Perikanan dan Ilmu Kelautan Jurusan Budidaya Perairan. Kali ini saya akan membahas mengenai kasus Pelecehan Seksual Siswa SPI Kota Batu."
301,2022-09-14 17:08:59+00:00,itsLP4T,"Halo perkenalkan saya Libert Patra Amugrah Tabelak dari Universitas Brawijaya, Fakultas Vokasi, Prodi Keuangan dan Perbankan. Kali ini saya akan membahasa mengenai kasus pelecehan seksual di salah satu sekolah di Kota Batu"
302,2022-09-14 02:58:24+00:00,apahabarcom,"Seorang mahasiswi Universitas Lambung Mangkurat (ULM) mengalami aksi pelecehan seksual di kawasan Jalan Cendana II, Banjarmasin Utara.

https://t.co/ZAemlM0GlK"
303,2022-09-13 10:36:33+00:00,racheldameop,"Padahal sosialisasi pencegahan kekerasan dan pelecehan seksual telah sering dilakukan baik di lingkup keluarga, sekolah atau universitas, masyarakat, bahkan melalui dunia maya atau media sosial. Sangat disayangkan masih ada orang yang tidak terpengaruh oleh sosialisasi tersebut"
304,2022-09-11 15:16:28+00:00,SintaYull_19,"SOSIAL CAMPAIGN PKKMB UNIKU 2022

Hai!
Perkenalkan saya Sinta Yulianti dari kelompok 38 prodi  Manajemen Universitas Kuningan.

Stop Kekerasan dan pelecehan seksual 

#kekerasanseksual
#perubahaniklim
#bumibutuhaksi
#stopkekerasanseksual
#unikubergerak
#sosialcampaign https://t.co/QH6rTws39H"
305,2022-09-11 15:07:05+00:00,cohcor_bebek,"SOSIAL CAMPAIGN PKKMB UNIKU 2022
Hai!
Saya Tedi Setiadi dari kelompok 42, Jurusan Manajemen Universitas Kuningan.
Pelecehan seksual, Komnas Perempuan menyebutkan, merupakan tindakan bernuansa seksual, baik melalui kontak fisik maupun kontak non-fisik.
#kekerasanseksual https://t.co/1iYV8sdAX0"
306,2022-09-11 14:49:52+00:00,Sindsu23,"SOSIAL CAMPAIGN PKKMB UNIKU 2022

Hai!
Perkenalkan saya Sindi Susanti dari kelompok 38 Jurusan Ilmu Hukum Universitas Kuningan.

Pelecehan seksual bukan hal yang sepantasnya dianggap biasa, hal ini bisa terjadi kepada siapa saja. https://t.co/ckq8rdDkCh"
307,2022-09-11 14:15:20+00:00,ridauswatun1,"SOSIAL CAMPAIGN PKKMB UNIKU 2022

Hai!
Perkenalkan saya Rida Uswatun Nisa dari kelompok 16 Jurusan Manajemen Universitas Kuningan.

Hentikan kekerasan dan pelecehan seksual dalam bentuk apapun.

#kekerasanseksual
#perubahaniklim
#bumibutuhaksi
#stopkekerasanseksual
#unikubergerak https://t.co/oik1mmuw55"
308,2022-09-11 13:48:46+00:00,amaaa83539804,"SOSIAL CAMPAIGN PKKMB UNIKU 2022
Hai!
Perkenalkan saya rahmawati dari kelompok 7 Jurusan Manajemen Universitas Kuningan.

Kekerasan dan tindak pelecehan seksual mempengaruhi tempat umum”
#kekerasanseksual
#stopkekerasanseksual
#sosialcampaign
#bersamamabaabisa
#pkkmbuniku2022 https://t.co/CwEPnz75e1"
309,2022-09-11 13:42:42+00:00,sulissolihaini,"SOSIAL CAMPAIGN PKKMB UNIKU 2022

Sulis Solihaini Amini - kelompok 17, Prodi Kehutanan Universitas Kuningan
Ayo Cegah dan Lawan Pelecehan Seksual

#sosialcampaign
#kekerasanseksual
#stopkekerasanseksual
#unikubergerak
#sosialcampaign
#bersamamabaabisa
#pkkmbuniku2022
#kilauuniku https://t.co/8JdfArWxXf"
310,2022-09-11 13:19:23+00:00,AzaliaS15332072,"Hai!
Perkenalkan saya Azalia Salsabila dari kelompok 29, Jurusan Manajemen Universitas Kuningan.

Mari cegah pelecehan seksual!!
 #kekerasanseksual#perubahaniklim#bumibutuhaksi#stopkekerasanseksual#unikubergerak#sosialcampaign#bersamamabaabisa
#pkkmbuniku2022#kilauuniku https://t.co/Y8obnU2GGE"
311,2022-09-11 13:13:48+00:00,Mhmmdvn666,"SOSIAL CAMPAIGN PKKMB UNIKU 2022

Hai!
Perkenalkan saya Muhammad Davin dari kelompok 7 FKIP Jurusan Pendidikan Bahasa inggris Universitas Kuningan.

Stop menganggap biasa pelecehan seksual,karena wanita punya hak kebebasan https://t.co/mayLkqn4zq"
312,2022-09-11 12:13:20+00:00,sssntsl_ark,"kendaraan umum, di sekolah atau universitas, dan di tempat kerja, baik swasta maupun instansi pemerintah. Bahkan pernah pula diberitakan adanya kasus pelecehan yang terjadi di tempat ibadah.

Korban pelecehan seksual kebanyakan adalah perempuan dan sebagian adalah anak-anak."
313,2022-09-10 17:57:01+00:00,prdctvass,"Halo Semua!! Perkenalkan Saya Veronica Imro'atu Zahro Mahasiswa Departemen Sejarah
Sebagai Mahasiswa Fakultas Ilmu Sosial Universitas Negeri Malang, menurut saya pelanggaran HAM dan pelecehan seksual merupakan hal terkeji yang pernah ""manusia"" lakukan, mungkin setan juga bakalan-"
314,2022-09-10 15:50:08+00:00,azzhhh__,"Sebagai Mahasiswa Fakultas Ilmu Sosial Universitas Negeri Malang, menurut saya kasus kekerasan seksual harus ditangani secara mendalam, dan pelaku kekerasan seksual harus ditangani secara mendalam karena korban pelecehan seksual sangat dirugikan.
Hidup Mahasiswa!! https://t.co/PhLhYPfaIu"
315,2022-09-10 14:31:10+00:00,jelitaerwin1,"itas Negeri Malang, menurut saya Kasus kekerasan seksual bukan merupakan kasus yang baru, mirisnya pelecehan seksual juga terjadi dalam lingkungan pendidikan seperti universitas. Selain tidak adanya regulasi sebagai payung hukum yang mengatur proses penanganan kasus kekerasan sek"
316,2022-09-10 14:04:18+00:00,mhakimabdlh,"[STUDENT DAY 2022: ARUNIKA BEROPINI]

Semangat🔥

Halo Semua!! Perkenalkan Saya Mochammad Hakim Abdulloh Mahasiswa Departemen pendidikan IPS 
Sebagai Mahasiswa Fakultas Ilmu Sosial Universitas Negeri Malang, menurut saya pelecehan seksual terutama di kampus harus diusut hingga— https://t.co/igG9yUQFtH"
